USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1  23044 14472 ?        Ss   15:56   0:01 /sbin/init splash
sergeyp     3243  0.0  0.3 427588 27836 ?        Ssl  15:56   0:00 /usr/libexec/xdg-desktop-portal-gtk
sergeyp     3259  0.0  0.1  39140 11900 ?        Ss   15:56   0:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
sergeyp     3373  0.0  0.3 429412 29476 ?        Sl   15:56   0:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
sergeyp     3531  0.0  0.3 501940 29880 ?        Sl   15:57   0:00 /usr/bin/update-notifier
sergeyp     3653  0.0  0.1 397360  9292 ?        Sl   15:58   0:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
root        3724  0.0  0.0 390576  5104 ?        Ssl  15:58   0:02 vmhgfs-fuse .host:/ /mnt/ -o allow_other -o uid=1000
sergeyp     4708  0.0  0.3 1839996 26092 ?       Sl   16:20   0:00 /usr/bin/snap userd
sergeyp     5495  0.1  0.8 716796 66764 ?        Ssl  16:27   0:09 /usr/libexec/gnome-terminal-server
sergeyp     5502  0.0  0.0  19824  5496 pts/0    Ss   16:27   0:00 bash
root        7448  0.0  0.0      0     0 ?        I<   16:37   0:00 [kworker/0:2H-events_highpri]
root        9034  0.0  0.0      0     0 ?        I<   16:49   0:00 [kworker/3:2H-events_highpri]
root        9035  0.0  0.0      0     0 ?        I<   16:49   0:00 [kworker/1:2H-kblockd]
sergeyp     9674  0.0  0.0  19700  5364 pts/1    Ss   16:51   0:00 bash
sergeyp    12078  0.0  0.1 329316 10360 ?        Sl   17:07   0:00 /usr/libexec/gvfsd-http --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
sergeyp    12255  0.9  6.2 3573048 508940 ?      Sl   17:12   0:52 /snap/firefox/7766/usr/lib/firefox/firefox
sergeyp    12312  0.0  0.0 149132  2640 ?        Sl   17:12   0:00 /snap/firefox/7766/usr/lib/firefox/crashhelper 12255 9 /tmp/ 11
sergeyp    12389  0.0  0.4 434932 35560 ?        S    17:12   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {50f4cf0f-72e3-4889-b88d-af2079cd8edf} -parentPid 12255 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 1 forkserver
sergeyp    12395  0.0  0.5 449372 40888 ?        Sl   17:12   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -parentBuildID 20260204004611 -prefsHandle 0:34671 -prefMapHandle 1:276821 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {9c52b1c6-8cad-457e-a427-a742de0a2065} -parentPid 12255 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7766/usr/lib/firefox/browser 2 socket
sergeyp    12418  0.0  1.6 2638300 135348 ?      Sl   17:12   0:03 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:34843 -prefMapHandle 1:276821 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {6ccf5256-a3aa-42ce-961b-31a1e9d75225} -parentPid 12255 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 3 tab
sergeyp    12429  0.0  0.6 586744 52140 ?        Sl   17:12   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -parentBuildID 20260204004611 -prefsHandle 0:34843 -prefMapHandle 1:276821 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {6525a111-1eb5-4924-97c2-c49bc6b32b80} -parentPid 12255 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7766/usr/lib/firefox/browser 4 rdd
sergeyp    12614  0.0  1.1 2608668 94300 ?       Sl   17:12   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:34900 -prefMapHandle 1:276821 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {43ef9581-e945-4eda-9bb3-76f631d8fb8e} -parentPid 12255 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 5 tab
sergeyp    12937  0.0  0.6 583404 49772 ?        Sl   17:12   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -parentBuildID 20260204004611 -sandboxingKind 0 -prefsHandle 0:45565 -prefMapHandle 1:276821 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {d13df9b3-fc75-402b-8397-60988d774441} -parentPid 12255 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7766/usr/lib/firefox/browser 6 utility
sergeyp    13662  0.0  0.8 3221632 66324 ?       Sl   17:35   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
sergeyp    15676  0.0  1.1 2584628 93552 ?       Sl   17:51   0:01 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:42699 -prefMapHandle 1:276821 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e4d41637-ee94-48b2-99f9-58b5d0e88791} -parentPid 12255 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 16 tab
root       17959  0.0  0.0      0     0 ?        I    18:00   0:00 [kworker/u512:2-events_power_efficient]
root       18877  0.0  0.0      0     0 ?        I<   18:06   0:00 [kworker/u513:15-ttm]
root       19169  0.0  0.0      0     0 ?        I    18:07   0:00 [kworker/0:1-events]
root       19397  0.0  0.0      0     0 ?        I    18:08   0:00 [kworker/u512:1-kvfree_rcu_reclaim]
root       20122  0.0  0.0      0     0 ?        I    18:12   0:00 [kworker/1:1-events]
root       21740  0.0  0.0      0     0 ?        I<   18:25   0:00 [kworker/2:2H-events_highpri]
root       21747  0.0  0.0      0     0 ?        I    18:26   0:00 [kworker/u512:4-flush-8:0]
root       21899  0.0  0.0      0     0 ?        I    18:29   0:00 [kworker/1:0-events]
root       21917  0.0  0.0      0     0 ?        I    18:30   0:00 [kworker/3:1-events]
root       21918  0.0  0.0      0     0 ?        I    18:30   0:00 [kworker/2:0-events]
root       22229  0.0  0.0      0     0 ?        I    18:32   0:00 [kworker/u512:0-events_unbound]
sergeyp    22283  0.0  0.8 2567784 70600 ?       Sl   18:34   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:42937 -prefMapHandle 1:276821 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {61669023-0204-49fd-b57e-813277a4e76d} -parentPid 12255 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 23 tab
sergeyp    22286  0.0  0.8 2567784 70204 ?       Sl   18:34   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:42937 -prefMapHandle 1:276821 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4deb0514-7bc1-44bc-93c3-00188808e259} -parentPid 12255 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 24 tab
sergeyp    22332  0.0  0.8 2567784 70592 ?       Sl   18:34   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:42937 -prefMapHandle 1:276821 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {57a3d313-2268-4154-a07b-44789849843c} -parentPid 12255 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 25 tab
root       22357  0.0  0.0      0     0 ?        I    18:34   0:00 [kworker/1:2-events]
root       22370  0.0  0.0      0     0 ?        I    18:35   0:00 [kworker/0:2-events]
sergeyp    22402  0.0  0.1  34088 12568 pts/1    S+   18:35   0:00 mc
sergeyp    22404  0.0  0.0  19700  5404 pts/3    Ss+  18:35   0:00 bash -rcfile .bashrc
root       22415  0.0  0.0      0     0 ?        I<   18:35   0:00 [kworker/u513:3-ttm]
root       22419  0.0  0.0      0     0 ?        I<   18:35   0:00 [kworker/u513:7-ttm]
root       22420  0.0  0.0      0     0 ?        I<   18:35   0:00 [kworker/u513:10-ttm]
root       22421  0.0  0.0      0     0 ?        I<   18:35   0:00 [kworker/u513:11-ttm]
root       22423  0.0  0.0      0     0 ?        I<   18:35   0:00 [kworker/u513:13-ttm]
root       22424  0.0  0.0      0     0 ?        I<   18:35   0:00 [kworker/u513:14-ttm]
root       22432  0.0  0.0      0     0 ?        I    18:35   0:00 [kworker/2:2-events]
sergeyp    22470 16.7 30.6 9479708 2474784 pts/0 SLl+ 18:36   1:56 /opt/pycharm-2025.3.3/jbr/bin/java -classpath /opt/pycharm-2025.3.3/lib/platform-loader.jar:/opt/pycharm-2025.3.3/lib/util-8.jar:/opt/pycharm-2025.3.3/lib/app.jar:/opt/pycharm-2025.3.3/lib/util.jar:/opt/pycharm-2025.3.3/lib/product-backend.jar:/opt/pycharm-2025.3.3/lib/app-backend.jar:/opt/pycharm-2025.3.3/lib/annotations.jar:/opt/pycharm-2025.3.3/lib/eclipse.lsp4j.debug.jar:/opt/pycharm-2025.3.3/lib/eclipse.lsp4j.jar:/opt/pycharm-2025.3.3/lib/eclipse.lsp4j.jsonrpc.debug.jar:/opt/pycharm-2025.3.3/lib/eclipse.lsp4j.jsonrpc.jar:/opt/pycharm-2025.3.3/lib/external-system-rt.jar:/opt/pycharm-2025.3.3/lib/externalProcess-rt.jar:/opt/pycharm-2025.3.3/lib/forms_rt.jar:/opt/pycharm-2025.3.3/lib/groovy.jar:/opt/pycharm-2025.3.3/lib/javax.activation.jar:/opt/pycharm-2025.3.3/lib/javax.annotation-api.jar:/opt/pycharm-2025.3.3/lib/jaxb-api.jar:/opt/pycharm-2025.3.3/lib/jaxb-runtime.jar:/opt/pycharm-2025.3.3/lib/jps-model.jar:/opt/pycharm-2025.3.3/lib/jsch-agent.jar:/opt/pycharm-2025.3.3/lib/lib-backend.jar:/opt/pycharm-2025.3.3/lib/lib.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.aalto.xml.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.asm.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.asm.tools.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.automaton.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.blockmap.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.bouncy.castle.pgp.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.bouncy.castle.provider.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.caffeine.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.cglib.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.classgraph.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.cli.parser.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.commons.cli.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.commons.codec.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.commons.compress.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.commons.imaging.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.commons.io.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.commons.lang3.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.commons.logging.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.fastutil.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.gson.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.guava.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.hash4j.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.hdr.histogram.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.http.client.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.icu4j.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.imgscalr.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.ini4j.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.ion.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jackson.databind.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jackson.dataformat.yaml.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jackson.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jackson.jr.objects.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jackson.module.kotlin.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.java.websocket.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.javax.annotation.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jaxen.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jbr.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jcef.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jcip.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jediterm.core.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jediterm.ui.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jettison.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jsonpath.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jsoup.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jsvg.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jvm.native.trusted.roots.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.jzlib.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlin.reflect.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlinx.collections.immutable.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlinx.coroutines.slf4j.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlinx.datetime.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlinx.html.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlinx.io.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlinx.serialization.core.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlinx.serialization.json.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kotlinx.serialization.protobuf.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.kryo5.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.ktor.client.cio.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.ktor.client.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.ktor.io.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.ktor.network.tls.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.ktor.utils.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.lz4.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.markdown.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.miglayout.swing.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.mvstore.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.oro.matcher.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.proxy.vole.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.pty4j.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.rd.text.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.rhino.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.snakeyaml.engine.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.snakeyaml.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.sshj.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.stream.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.velocity.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.winp.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.xerces.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.xstream.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.xtext.xbase.jar:/opt/pycharm-2025.3.3/lib/module-intellij.libraries.xz.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.debugger.impl.rpc.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.debugger.impl.shared.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.eel.impl.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.find.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.managed.cache.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.polySymbols.backend.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.polySymbols.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.rpc.topics.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.scopes.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.vcs.core.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.vcs.jar:/opt/pycharm-2025.3.3/lib/module-intellij.platform.vcs.shared.jar:/opt/pycharm-2025.3.3/lib/module-intellij.regexp.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.analysis.impl.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.analysis.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.dom.impl.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.dom.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.impl.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.parser.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.psi.impl.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.psi.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.structureView.impl.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.structureView.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.syntax.jar:/opt/pycharm-2025.3.3/lib/module-intellij.xml.ui.common.jar:/opt/pycharm-2025.3.3/lib/opentelemetry.jar:/opt/pycharm-2025.3.3/lib/product.jar:/opt/pycharm-2025.3.3/lib/protobuf.jar:/opt/pycharm-2025.3.3/lib/rd.jar:/opt/pycharm-2025.3.3/lib/rhino.jar:/opt/pycharm-2025.3.3/lib/stats.jar:/opt/pycharm-2025.3.3/lib/trove.jar:/opt/pycharm-2025.3.3/lib/util_rt.jar -XX:ErrorFile=/home/sergeyp/java_error_in_pycharm_%p.log -XX:HeapDumpPath=/home/sergeyp/java_error_in_pycharm_.hprof -Xms256m -Xmx2048m -XX:JbrShrinkingGcMaxHeapFreeRatio=40 -XX:ReservedCodeCacheSize=512m -XX:+HeapDumpOnOutOfMemoryError -XX:-OmitStackTraceInFastThrow -XX:CICompilerCount=2 -XX:+IgnoreUnrecognizedVMOptions -XX:+UnlockDiagnosticVMOptions -XX:TieredOldPercentage=100000 -ea -Dsun.io.useCanonCaches=false -Dsun.java2d.metal=true -Djbr.catch.SIGABRT=true -Djdk.http.auth.tunneling.disabledSchemes="" -Djdk.attach.allowAttachSelf=true -Djdk.module.illegalAccess.silent=true -Djdk.nio.maxCachedBufferSize=2097152 -Djava.util.zip.use.nio.for.zip.file.access=true -Dkotlinx.coroutines.debug=off -Djava.nio.file.spi.DefaultFileSystemProvider=com.intellij.platform.core.nio.fs.MultiRoutingFileSystemProvider -Dwelcome.screen.defaultWidth=1000 -Dwelcome.screen.defaultHeight=720 -Dintellij.startup.wizard.initial.timeout=1 -Dsun.tools.attach.tmp.only=true -Dawt.lock.fair=true -Djb.vmOptionsFile=/opt/pycharm-2025.3.3/bin/pycharm64.vmoptions -Xbootclasspath/a:/opt/pycharm-2025.3.3/lib/nio-fs.jar -Djava.system.class.loader=com.intellij.util.lang.PathClassLoader -Didea.vendor.name=JetBrains -Didea.paths.selector=PyCharm2025.3 -Djna.boot.library.path=/opt/pycharm-2025.3.3/lib/jna/amd64 -Djna.nosys=true -Djna.noclasspath=true -Dpty4j.preferred.native.folder=/opt/pycharm-2025.3.3/lib/pty4j -Dio.netty.allocator.type=pooled -Dskiko.library.path=/opt/pycharm-2025.3.3/lib/skiko-awt-runtime-all -Dintellij.platform.runtime.repository.path=/opt/pycharm-2025.3.3/modules/module-descriptors.dat -Didea.platform.prefix=Python -Dsplash=true -Daether.connector.resumeDownloads=false -Dcompose.swing.render.on.graphics=true --add-opens=java.base/java.io=ALL-UNNAMED --add-opens=java.base/java.lang=ALL-UNNAMED --add-opens=java.base/java.lang.ref=ALL-UNNAMED --add-opens=java.base/java.lang.reflect=ALL-UNNAMED --add-opens=java.base/java.net=ALL-UNNAMED --add-opens=java.base/java.nio=ALL-UNNAMED --add-opens=java.base/java.nio.charset=ALL-UNNAMED --add-opens=java.base/java.text=ALL-UNNAMED --add-opens=java.base/java.time=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.base/java.util.concurrent=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.locks=ALL-UNNAMED --add-opens=java.base/jdk.internal.ref=ALL-UNNAMED --add-opens=java.base/jdk.internal.vm=ALL-UNNAMED --add-opens=java.base/sun.net.dns=ALL-UNNAMED --add-opens=java.base/sun.nio=ALL-UNNAMED --add-opens=java.base/sun.nio.ch=ALL-UNNAMED --add-opens=java.base/sun.nio.fs=ALL-UNNAMED --add-opens=java.base/sun.security.ssl=ALL-UNNAMED --add-opens=java.base/sun.security.util=ALL-UNNAMED --add-opens=java.desktop/com.sun.java.swing=ALL-UNNAMED --add-opens=java.desktop/com.sun.java.swing.plaf.gtk=ALL-UNNAMED --add-opens=java.desktop/java.awt=ALL-UNNAMED --add-opens=java.desktop/java.awt.dnd.peer=ALL-UNNAMED --add-opens=java.desktop/java.awt.event=ALL-UNNAMED --add-opens=java.desktop/java.awt.font=ALL-UNNAMED --add-opens=java.desktop/java.awt.image=ALL-UNNAMED --add-opens=java.desktop/java.awt.peer=ALL-UNNAMED --add-opens=java.desktop/javax.swing=ALL-UNNAMED --add-opens=java.desktop/javax.swing.plaf.basic=ALL-UNNAMED --add-opens=java.desktop/javax.swing.text=ALL-UNNAMED --add-opens=java.desktop/javax.swing.text.html=ALL-UNNAMED --add-opens=java.desktop/javax.swing.text.html.parser=ALL-UNNAMED --add-opens=java.desktop/sun.awt=ALL-UNNAMED --add-opens=java.desktop/sun.awt.X11=ALL-UNNAMED --add-opens=java.desktop/sun.awt.datatransfer=ALL-UNNAMED --add-opens=java.desktop/sun.awt.image=ALL-UNNAMED --add-opens=java.desktop/sun.font=ALL-UNNAMED --add-opens=java.desktop/sun.java2d=ALL-UNNAMED --add-opens=java.desktop/sun.swing=ALL-UNNAMED --add-opens=java.management/sun.management=ALL-UNNAMED --add-opens=jdk.attach/sun.tools.attach=ALL-UNNAMED --add-opens=jdk.compiler/com.sun.tools.javac.api=ALL-UNNAMED --add-opens=jdk.internal.jvmstat/sun.jvmstat.monitor=ALL-UNNAMED --add-opens=jdk.jdi/com.sun.tools.jdi=ALL-UNNAMED com.intellij.idea.Main
sergeyp    22542  0.0  0.0    920   216 pts/0    S+   18:36   0:00 /opt/pycharm-2025.3.3/bin/fsnotifier
root       22893  0.0  0.0      0     0 ?        I    18:41   0:00 [kworker/3:0-events]
sergeyp    22971  0.0  0.1 471372  9592 ?        Sl   18:42   0:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
sergeyp    22980  0.0  0.1 399680  9872 ?        Sl   18:42   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
sergeyp    23014  0.9  2.4 1624792 197928 ?      Sl   18:42   0:02 /usr/bin/nautilus --gapplication-service
root       23039  0.0  0.0      0     0 ?        I<   18:42   0:00 [kworker/u513:0-ttm]
root       23040  0.0  0.0      0     0 ?        I<   18:42   0:00 [kworker/u513:1-ttm]
root       23041  0.0  0.0      0     0 ?        I<   18:42   0:00 [kworker/u513:2-ttm]
root       23042  0.0  0.0      0     0 ?        I<   18:42   0:00 [kworker/u513:4-ttm]
root       23043  0.0  0.0      0     0 ?        I<   18:42   0:00 [kworker/u513:5-ttm]
root       23059  0.0  0.0      0     0 ?        I<   18:44   0:00 [kworker/u513:6-ttm]
root       23060  0.0  0.0      0     0 ?        I<   18:44   0:00 [kworker/u513:8-ttm]
root       23061  0.0  0.0      0     0 ?        I<   18:44   0:00 [kworker/u513:9-ttm]
sergeyp    23084  0.0  0.0  19700  5384 pts/2    Ss   18:45   0:00 bash
root       23110  0.0  0.0      0     0 ?        I<   18:45   0:00 [kworker/u513:12-ttm]
root       23111  0.0  0.0      0     0 ?        I<   18:45   0:00 [kworker/u513:16]
root       23116  0.0  0.0      0     0 ?        I    18:46   0:00 [kworker/0:0-events]
root       23117  0.0  0.0      0     0 ?        I    18:46   0:00 [kworker/2:1-events]
root       23120  0.0  0.0      0     0 ?        I    18:46   0:00 [kworker/u512:3-events_power_efficient]
root       23160  0.0  0.0      0     0 ?        I    18:46   0:00 [kworker/3:2-events]
sergeyp    23184  0.0  0.0  22624  5036 pts/2    R+   18:48   0:00 ps aux
